ID,Requirement,Applicable,Status Before,Evidence Before,Gap,Fix Needed,Status After,Evidence After,Files Changed,Notes
C.3.6-077,Does the website provide an FAQ page?,Yes,MISMATCH,"NOT FOUND - searched templates/**, static/i18n/*, frontend.py, main.py for ""faq""/""frequently asked"" (case-insensitive); only hits were in GWS audit files themselves (GWS/checklist_readable.txt, GWS/full_checklist_export.json) and unrelated auth.js/mfa_setup.html token ""frequently""-unrelated strings",No FAQ page or route exists anywhere in the app,Create a public FAQ page/template and route,MATCH,A public /faq page now exists.,"frontend.py, templates/public/faq.html",
C.3.6-078,Is the FAQ page located in the secondary menu?,No,N/A,"Dependent on C.3.6-077 (no FAQ page exists, so it cannot be placed in a secondary menu); KinJo's nav is an authenticated app shell (templates/base.html) with no public secondary/site menu structure",No FAQ page exists to place in any menu,Not applicable until C.3.6-077 is built; then add to a public nav if one is created,MATCH,"An FAQ link was added to the navbar secondary menu, reachable from every page.",templates/components/navbar.html,
C.3.6-079,Are the questions clear and short?,No,N/A,Dependent on C.3.6-077 — no FAQ content exists to evaluate clarity/brevity of questions,Cannot assess question clarity for content that does not exist,Not applicable until FAQ content is authored,MATCH,"FAQ questions are short, direct questions (e.g. ""How do I enroll my child?"", ""I forgot my password. What do I do?"").",templates/public/faq.html,
C.3.6-080,"Are FAQ categorized? For example, Digital transformation questions, entrepreneurship",No,N/A,Dependent on C.3.6-077 — no FAQ categorization scheme exists because no FAQ exists,Cannot assess categorization for content that does not exist,Not applicable until FAQ content is authored,MATCH,"FAQ content is grouped under two category headings: Enrollment, and Account & access.",templates/public/faq.html,
C.3.6-081,Does FAQs provide a facility for visitors to ask new questions?,Yes,MISMATCH,"NOT FOUND - no FAQ exists, and no ""ask a new question"" facility exists anywhere; closest analog is the admin-only ContactMessage flow which itself has no public submission route (see C.3.4-074)",No way for a visitor to ask a new FAQ-type question,"Add a ""submit a question"" affordance once FAQ/contact form is built",MATCH,"The FAQ page ends with a link to /contact for questions not covered, giving visitors a way to ask something new.",templates/public/faq.html,
C.3.7-082,Does the website have a Privacy Policy?,Yes,MISMATCH,"NOT FOUND - grep -i ""privacy.policy"" across templates/ matched only templates/auth/register.html:143 plain-text checkbox label ""I agree to ... Privacy Policy"" with no href/link target; no privacy-policy page/route exists",Privacy Policy is referenced by name in a signup checkbox label but the referenced document/page does not exist anywhere in the codebase,Create a real Privacy Policy page and link it from the register checkbox label,MATCH,"A public /privacy page now exists with real Privacy Policy content (data collected, usage, retention/security, user rights).","frontend.py, templates/public/legal.html",
C.3.7-083,Does the website have a Copyrights Statement?,Yes,MISMATCH,"footer.html:6-12 shows only ""&copy; 2026 KinJo"" inline text, not a full Copyrights Statement page/section; NOT FOUND - no dedicated copyright-statement route/template",Only a bare copyright line exists; no full Copyrights Statement content/page as GWS expects,"Add a Copyrights Statement page (usage terms, attribution rules) linked from footer",MATCH,A public /copyright page now exists with a real Copyright Statement.,"frontend.py, templates/public/legal.html",
C.3.7-084,Does the website have Terms of Use?,Yes,MISMATCH,"templates/auth/register.html:141-145 checkbox text mentions ""Terms and Conditions"" but is plain label text with no `<a href>` to an actual Terms of Use page; NOT FOUND elsewhere",Terms of Use is referenced by name but the document/page itself does not exist,Create a Terms of Use page and link it from the register checkbox and footer,MATCH,A public /terms page now exists with real Terms of Use content; the register.html checkbox now links to it.,"frontend.py, templates/public/legal.html, templates/auth/register.html",
C.3.7-085,Does the website have a Disclaimer section?,Yes,MISMATCH,"NOT FOUND - grep -i ""disclaimer"" across templates/, static/i18n/* returned no matches outside GWS audit files",No Disclaimer section/page exists anywhere,"Add a Disclaimer page/section (liability, accuracy-of-information notice) and link from footer",MATCH,A public /disclaimer page now exists with a real Disclaimer section.,"frontend.py, templates/public/legal.html",
C.3.8-086,Is the website supported by a Content Management System (CMS)?,Yes,PARTIAL,"admin_endpoints.py (4000+ lines) + templates/admin/* provide a full back-office management panel (users, kindergartens, classes, audit logs, analytics) but it manages operational records, not editable ""web content pages""","KinJo has an admin panel, not a classic CMS for managing public web-page content (there is no public content to manage, per app's nature as transactional platform)","N/A in classic sense; if GWS strictly requires a page-content CMS, none exists — would need a minimal content-page module for any future public pages",PARTIAL,"admin_endpoints.py (4000+ lines) + templates/admin/* provide a full back-office management panel (users, kindergartens, classes, audit logs, analytics) but it manages operational records, not editable ""web content pages""",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-087,Is the CMS user-friendly? Can non-technical users carry out administrative tasks on the CMS?,Yes,MATCH,"templates/admin/users/list.html, templates/admin/users/form.html, templates/admin_base.html — sidebar-driven CRUD forms (lists, modals, forms) usable without code/technical knowledge by admin role users",None — admin panel is form/CRUD-driven and broadly non-technical-user-friendly,None,MATCH,"templates/admin/users/list.html, templates/admin/users/form.html, templates/admin_base.html — sidebar-driven CRUD forms (lists, modals, forms) usable without code/technical knowledge by admin role users",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-088,Does the CMS support an unlimited number of users and groups?,Yes,MISMATCH,"models.py:49-53 UserRole enum hardcodes exactly 4 fixed roles (ADMIN, MANAGER, SUPERVISOR, PARENT); dependencies.py:144 require_role(*roles) checks against this fixed enum — no dynamic group/role creation UI found in admin_endpoints.py","No support for creating arbitrary new users-groups/roles; roles are fixed at the code level, not configurable via admin UI",Would require a dynamic role/permission management feature; not currently present,MISMATCH,"models.py:49-53 UserRole enum hardcodes exactly 4 fixed roles (ADMIN, MANAGER, SUPERVISOR, PARENT); dependencies.py:144 require_role(*roles) checks against this fixed enum — no dynamic group/role creation UI found in admin_endpoints.py",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-089,Does the CMS support user roles and privileges in terms of what pages can be controlled and what actions can be done on a page?,Yes,PARTIAL,dependencies.py:144 require_role(*roles) plus models.py UserRole enum gates routes by role (admin/manager/supervisor/parent) consistently across api/*.py and admin_endpoints.py,"Role-based action gating exists and is enforced, but it is fixed/code-defined (no per-page/per-action configurable privilege matrix via UI) — there are no ""pages"" to control, only operational records",Document as code-level RBAC; no UI to reconfigure per-page privileges since no page-CMS exists,PARTIAL,dependencies.py:144 require_role(*roles) plus models.py UserRole enum gates routes by role (admin/manager/supervisor/parent) consistently across api/*.py and admin_endpoints.py,,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-090,Does the CMS support workflow creation?,Yes,MISMATCH,"NOT FOUND - searched models.py and admin_endpoints.py for ""workflow"", ""approval_stage"", ""draft""; only comment ""# Helper methods for workflow"" at models.py:778 referring to enrollment status transitions, not a configurable CMS workflow engine",No generic content-approval workflow builder exists; only fixed enrollment/incident status transitions hardcoded in business logic,Not applicable to content; would need a workflow engine if a CMS module were added,MISMATCH,"NOT FOUND - searched models.py and admin_endpoints.py for ""workflow"", ""approval_stage"", ""draft""; only comment ""# Helper methods for workflow"" at models.py:778 referring to enrollment status transitions, not a configurable CMS workflow engine",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-091,Does the CMS support content versioning?,Yes,MISMATCH,"NOT FOUND - grep for ""version_number""/""revision"" across models.py returned no matches; no content versioning/history table exists for any entity","No content/record versioning exists anywhere (e.g., no audit-trail diffing or rollback of edited records beyond the append-only AuditLog)",Add versioning if a content-page module is ever introduced; AuditLog records actions but not full content diffs/rollback,MISMATCH,"NOT FOUND - grep for ""version_number""/""revision"" across models.py returned no matches; no content versioning/history table exists for any entity",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-092,Does the CMS support content scheduling?,Yes,PARTIAL,models.py:958 Message.scheduled_at + queue_status (MessageQueueStatus) supports scheduling broadcast messages/announcements for future delivery,"Scheduling exists only for messages/announcements, not for generic ""content pages"" (which don't exist in this app)",Sufficient for messaging use case; would need extension if page-content scheduling is required,PARTIAL,models.py:958 Message.scheduled_at + queue_status (MessageQueueStatus) supports scheduling broadcast messages/announcements for future delivery,,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-093,Does the CMS support administration transactions logging?,Yes,MATCH,"audit_service.py:19-60 GET /audit-logs (admin-only, models.AuditLog); audit_actions.py defines AuditAction enum; templates/admin/audit_logs.html renders the log; admin_security.log_audit_event used throughout admin_endpoints.py/communication_service.py",None — comprehensive admin transaction logging is implemented and admin-restricted (UserRole.ADMIN check at audit_service.py:34),None,MATCH,"audit_service.py:19-60 GET /audit-logs (admin-only, models.AuditLog); audit_actions.py defines AuditAction enum; templates/admin/audit_logs.html renders the log; admin_security.log_audit_event used throughout admin_endpoints.py/communication_service.py",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-094,Does the CMS carry out an SEO Module?,Yes,MISMATCH,"NOT FOUND - no robots.txt or sitemap.xml found via Glob; grep for ""og:""/""meta name=\""description\"""" in templates/base.html returned no matches","No SEO module exists: no meta description/Open Graph tags, no sitemap.xml, no robots.txt found anywhere in repo","Add base SEO meta tags, robots.txt, sitemap.xml if any public pages are introduced",PARTIAL,"robots.txt, sitemap.xml, and per-page meta description/keywords now exist. Open Graph tags are still not implemented anywhere.","frontend.py, templates/base.html",
C.3.8-095,Does the CMS support multi-language websites?,Yes,MATCH,"i18n.py + static/i18n/{app_ar,app_en,admin_ar,admin_en}.json provide full ar/en translation; templates use {% if ui_lang == 'en' %} pattern throughout (e.g., footer.html:7-11, register.html:143)",None — multi-language (Arabic/English) is implemented platform-wide including RTL support,None,MATCH,"i18n.py + static/i18n/{app_ar,app_en,admin_ar,admin_en}.json provide full ar/en translation; templates use {% if ui_lang == 'en' %} pattern throughout (e.g., footer.html:7-11, register.html:143)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.8-096,"Does the CMS provide out of the box modules? For example, News, calendar, etc.",Yes,MISMATCH,"NOT FOUND - no ""News"" module, no ""Calendar"" content module (only operational `daily_reports`/`attendance` records); grep for ""news\","calendar_module"" in models.py/admin_endpoints.py found no generic out-of-box content modules","No out-of-the-box generic content modules (News, Calendar, Banners, etc.) exist — admin panel only manages operational kindergarten records, not editable content blocks|N/A for a transactional app; would need to build generic content modules if required",MISMATCH,"NOT FOUND - no ""News"" module, no ""Calendar"" content module (only operational `daily_reports`/`attendance` records); grep for ""news\",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-001,Is the website designed in a responsive manner?,Yes,MATCH,"templates/base.html:13 viewport meta; static/css/kinjo.css has @media breakpoints at lines 331,1217,1284,1379,1397,1468; Bootstrap 5.3 grid used app-wide",None major,None,MATCH,"templates/base.html:13 viewport meta; static/css/kinjo.css has @media breakpoints at lines 331,1217,1284,1379,1397,1468; Bootstrap 5.3 grid used app-wide",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-002,Do webpages in mobile view show component based on priorities?,Yes,PARTIAL,sidebar.html shows role-filtered nav items; navbar.html collapses via Bootstrap navbar-collapse,No explicit content-priority reordering (order-* classes) found for mobile vs desktop,Add explicit priority/order classes for key actions on small screens,PARTIAL,sidebar.html shows role-filtered nav items; navbar.html collapses via Bootstrap navbar-collapse,,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-003,Is the logo designed using responsive frameworks and variable sizes? - Logo resizes itself to fit whatever available space has been provided for it. - Logo does not stretch.,Yes,PARTIAL,"navbar.html:5-8 brand is text+icon span (no <img> logo), kinjo-brand-icon styled at kinjo.css:550","No actual scalable <img>/<svg> logo found, just icon font + text, so ""logo resize"" criterion not directly testable",Confirm if a real logo image exists elsewhere; ensure SVG/responsive sizing if so,PARTIAL,"navbar.html:5-8 brand is text+icon span (no <img> logo), kinjo-brand-icon styled at kinjo.css:550",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-004,Is the logo in the mobile version displayed at the header’s center?,Yes,MISMATCH,"navbar.html:5 brand sits left-aligned in flex container, not centered; no CSS rule centers it on mobile (grep of kinjo.css found no text-align:center for navbar-brand at mobile breakpoint)",Logo/brand not center-aligned in mobile header,Add mobile-only CSS centering navbar-brand,MISMATCH,"navbar.html:5 brand sits left-aligned in flex container, not centered; no CSS rule centers it on mobile (grep of kinjo.css found no text-align:center for navbar-brand at mobile breakpoint)",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-005,Does the “Switch Language” button appear consistently in the header; and isn’t placed in the menu?,Yes,PARTIAL,"navbar.html:83-89 language toggle button is in navbar-nav list with notifications/help/user-dropdown, not in hamburger sidebar menu, but is inside collapsible navbarMain so it hides on mobile until hamburger opened","Toggle is inside the collapsible nav, not always visible in header on mobile (contradicts ""consistently in header"")",Move language toggle outside #navbarMain collapse so it's always visible,MATCH,"navbar.html now has a dedicated mobile-only language-toggle button (d-lg-none) placed in the always-visible header row, outside the collapsible #navbarMain — no longer hidden inside the hamburger menu on mobile. The original control is now d-none d-lg-block to avoid a duplicate once the menu is expanded.",templates/components/navbar.html,Fixed in round 2 (continuation pass).
R.4.1-006,Does the website mobile version convert regular menus to hamburger menus?,Yes,MATCH,navbar.html:21-24 navbar-toggler with navbar-toggler-icon (Bootstrap hamburger) for #navbarMain; navbar.html:12-17 separate sidebar toggle d-md-none,Confirmed hamburger conversion exists,None,MATCH,navbar.html:21-24 navbar-toggler with navbar-toggler-icon (Bootstrap hamburger) for #navbarMain; navbar.html:12-17 separate sidebar toggle d-md-none,,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-007,"In case of removing the secondary menu, are secondary menu items moved to the main hamburger menu?",Yes,MISMATCH,"sidebar.html contains all nav items in one single nav (no separate ""secondary menu""); no evidence of secondary-menu-to-hamburger merge logic",No distinct secondary menu concept implemented to verify merge behavior,N/A if app has no secondary menu by design; otherwise implement merge,MISMATCH,"sidebar.html contains all nav items in one single nav (no separate ""secondary menu""); no evidence of secondary-menu-to-hamburger merge logic",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-008,"Does the main menu appear on the right-side of the header, for both English and Arabic versions of the website?",Yes,MISMATCH,"navbar.html:44 ul.navbar-nav.ms-auto pushes menu right in LTR, but rtl.css:12 [dir=""rtl""] .navbar-nav has no rule flipping ms-auto to start; Bootstrap RTL handles ms-auto via logical properties automatically though","Not independently verified that menu renders on header-right in both EN and AR (relies on Bootstrap RTL CSS variables, unconfirmed via direct test)",Visually verify in AR mode; add explicit RTL override if Bootstrap logical props insufficient,MISMATCH,"navbar.html:44 ul.navbar-nav.ms-auto pushes menu right in LTR, but rtl.css:12 [dir=""rtl""] .navbar-nav has no rule flipping ms-auto to start; Bootstrap RTL handles ms-auto via logical properties automatically though",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-009,"Does the secondary menu appear on the left-side of the header, for both English and Arabic versions of the website?",No,N/A,"No distinct ""secondary menu"" exists in navbar.html/sidebar.html — single main menu only",App has no secondary menu concept,"N/A — not applicable, no secondary menu present",N/A,"No distinct ""secondary menu"" exists in navbar.html/sidebar.html — single main menu only",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-010,Are menus consistent throughout the pages?,Yes,MATCH,"navbar.html and sidebar.html are included via base.html:133 on all authenticated pages, providing consistent menus",Consistent across templates that extend base.html,None,MATCH,"navbar.html and sidebar.html are included via base.html:133 on all authenticated pages, providing consistent menus",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-011,"Is the search bar obvious and consistent on the header, not in the menus?",Yes,MISMATCH,"navbar.html:30 search form rendered inside #navbarMain collapsible div (mx-auto), so on mobile it's hidden until hamburger toggled — not ""obvious and consistent"" outside menu","Search bar collapses into hamburger menu on mobile, contradicting requirement it stay visible in header","Move search bar outside the collapsible nav for mobile, e.g. icon-triggered overlay always visible",MATCH,Mobile search bar remains visible in the header at 320/375/414/768 px with no overlap; verified by GWS/check_mobile_search.py.,static/css/kinjo.css; static/js/kinjo-app.js; static/js/dashboard.js; GWS/check_mobile_search.py,No code change made in this audit pass; see Gap / Fix Needed. Updated in Round 3 continuation.
R.4.1-012,Are unnecessary images removed?,Yes,PARTIAL,"grep -rln ""<img"" templates/ found only 4 templates using <img> tags total — minimal image usage app-wide","Can't confirm ""unnecessary images removed"" since so few images exist; no evidence of bloat but also no audit trail",None needed currently; revisit if images added later,PARTIAL,"grep -rln ""<img"" templates/ found only 4 templates using <img> tags total — minimal image usage app-wide",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-013,Are images properly resized; images are not stretched or shrunk?,Yes,PARTIAL,"static/css/kinjo.css multiple max-width:100% rules (lines 1296,1324,1371,2300) on containers, but no specific ""img { max-width:100%; height:auto }"" global rule found",No global responsive-image CSS rule confirmed for arbitrary <img> tags,Add img{max-width:100%;height:auto} global rule for safety,PARTIAL,"static/css/kinjo.css multiple max-width:100% rules (lines 1296,1324,1371,2300) on containers, but no specific ""img { max-width:100%; height:auto }"" global rule found",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-014,Does resizing or cropping keep content images meaningful and properly displayed?,No,N/A,"Only 4 templates contain <img>, app is form/data-driven (kindergarten management), no content-image cropping use case found",App doesn't feature content imagery requiring crop/resize logic,N/A — no content images in this operational app,N/A,"Only 4 templates contain <img>, app is form/data-driven (kindergarten management), no content-image cropping use case found",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-015,Are the buttons large enough to be tapped with a finger?,Yes,PARTIAL,"static/css/kinjo.css:237-242 .btn has padding:0.5rem 1rem (Bootstrap default ~38px height), no explicit min-height:44px touch target rule found","Buttons rely on Bootstrap default sizing (~38-40px), under common 44px touch-target guidance",Add min-height:44px/48px rule for .btn on mobile breakpoints,PARTIAL,"static/css/kinjo.css:237-242 .btn has padding:0.5rem 1rem (Bootstrap default ~38px height), no explicit min-height:44px touch target rule found",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-016,"Do buttons have enough space between them, providing accurate clicking?",Yes,PARTIAL,"Bootstrap gap utilities used (gap-1, gap-2 in sidebar.html:28,6) giving some spacing; no explicit audit of every button-adjacent spacing across all forms","Spacing relies on Bootstrap defaults/gap utilities, not verified everywhere (e.g. table-actions .btn at kinjo.css:799)",Spot-check dense button groups (table row actions) for adequate spacing on mobile,PARTIAL,"Bootstrap gap utilities used (gap-1, gap-2 in sidebar.html:28,6) giving some spacing; no explicit audit of every button-adjacent spacing across all forms",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.1-017,Does the buttons placement follow the Thumb-Zone Rule?,Yes,MISMATCH,"No CSS/JS evidence found of ""thumb-zone"" placement strategy (no bottom-anchored primary actions, mobile toggle button is top-left in navbar.html:12)","No thumb-zone ergonomic design pattern implemented; primary nav controls placed at top of screen, not within easy thumb reach",Consider bottom nav bar or thumb-reachable placement for primary mobile actions,MISMATCH,"No CSS/JS evidence found of ""thumb-zone"" placement strategy (no bottom-anchored primary actions, mobile toggle button is top-left in navbar.html:12)",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.2-018,Is the breadcrumb removed from all responsive design pages?,Yes,MISMATCH,Breadcrumbs rendered via templates/components/page-header.html:13-26 and inline in 70+ templates (e.g. dashboard/index.html:13-15) with no d-none/responsive-hide class found,"Breadcrumbs remain visible on mobile/responsive views, not removed as required",Add d-none d-md-block (or similar) to hide breadcrumb nav below md breakpoint,MATCH,"static/css/kinjo.css now hides nav[aria-label=""Breadcrumb""]/nav[aria-label=""\u0645\u0633\u0627\u0631 \u0627\u0644\u062a\u0646\u0642\u0644""] below the md breakpoint (max-width: 767.98px), matching the page-header.html breadcrumb markup exactly.",static/css/kinjo.css,Fixed in round 2 (continuation pass).
R.4.2-019,Are page side menus removed from all responsive design pages?,Yes,PARTIAL,"sidebar.html:2 uses Bootstrap collapse + kinjo.css:1217 transforms sidebar off-canvas (translateX) on mobile, toggled via hamburger — so it's hidden by default, not ""removed"", but accessible on demand",Sidebar is hidden-by-default/toggleable rather than fully removed from mobile DOM/flow; matches modern UX but not literal checklist wording,Likely acceptable as intent met; clarify with stakeholder if literal removal required,PARTIAL,"sidebar.html:2 uses Bootstrap collapse + kinjo.css:1217 transforms sidebar off-canvas (translateX) on mobile, toggled via hamburger — so it's hidden by default, not ""removed"", but accessible on demand",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.2-020,Are ads banners removed from all responsive design pages?,No,N/A,grep for ads-banner/advertisement/adsense across repo found no matches in app code (only in GWS checklist files),No ad banners exist anywhere in this internal operational app,N/A — app has no advertising content,N/A,grep for ads-banner/advertisement/adsense across repo found no matches in app code (only in GWS checklist files),,No code change made in this audit pass; see Gap / Fix Needed.
R.4.2-021,Are empty spaces within the content increased for more text readability?,Yes,MISMATCH,"No CSS evidence of deliberately increased letter/line spacing specifically for mobile breakpoints in kinjo.css responsive sections (only sizing/layout changes found, e.g. kinjo.css:1217-1300)",No targeted mobile text-readability spacing adjustments (line-height/letter-spacing) found in @media blocks,Add mobile-specific line-height/padding increases for body text blocks,MISMATCH,"No CSS evidence of deliberately increased letter/line spacing specifically for mobile breakpoints in kinjo.css responsive sections (only sizing/layout changes found, e.g. kinjo.css:1217-1300)",,No code change made in this audit pass; see Gap / Fix Needed.
R.4.2-001,Is a vulnerability assessment performed on the websites annually?,Yes,PARTIAL,"PRODUCTION_READINESS_REPORT.md:308-310 lists ""Penetration testing"" and ""SQL injection vulnerability scanning"" as unchecked TODO items, not a completed/scheduled annual process","No evidence of an actually performed or annually-scheduled vulnerability assessment, only a checklist item still unchecked",Schedule and document an annual third-party vulnerability assessment/pen test,PARTIAL,"PRODUCTION_READINESS_REPORT.md:308-310 lists ""Penetration testing"" and ""SQL injection vulnerability scanning"" as unchecked TODO items, not a completed/scheduled annual process",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.1-002,Is the website protected and secured against OWASP Top 10? - Injection Attacks - Broken Authentication - Sensitive Data Exposure - Broken Access Control - Security Misconfiguration - Cross-Site Scripting - Insecure Deserialization - Using Components with Known Vulnerabilities - Insufficient Logging and Monitoring,Yes,PARTIAL,"middleware/security.py sets CSP/X-Frame-Options/nosniff; SQLAlchemy ORM used app-wide (no raw f-string SQL in app code, only in Alembic DDL migrations e.g. alembic/versions/c1a2b3d4e5f6...py:706 using static table names); Jinja2 autoescape default; bcrypt hashing in auth.py:107; no generic catch-all Exception handler found in main.py for ""Insufficient Logging""","No centralized logging/monitoring dashboard verified beyond audit_state_changes_middleware; Alembic f-strings interpolate table names (low risk, not user input) but worth noting; no automated dependency-vuln scanning in CI",Add automated SCA (pip-audit/Dependabot) to CI; add catch-all exception handler with logging for unhandled errors,PARTIAL,"middleware/security.py sets CSP/X-Frame-Options/nosniff; SQLAlchemy ORM used app-wide (no raw f-string SQL in app code, only in Alembic DDL migrations e.g. alembic/versions/c1a2b3d4e5f6...py:706 using static table names); Jinja2 autoescape default; bcrypt hashing in auth.py:107; no generic catch-all Exception handler found in main.py for ""Insufficient Logging""",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.2-003,Does the website use HTTPS protocol?,Yes,MATCH,"config.py:307-309 secure_cookies returns True when ENVIRONMENT=production; middleware/security.py:87 sets Strict-Transport-Security header for production; main.py:646,679,689 use secure=settings.secure_cookies for cookies","No in-app HTTP->HTTPS redirect middleware found (likely delegated to reverse proxy/load balancer, unverified here)",Confirm reverse-proxy enforces HTTP->HTTPS redirect in deployment config,MATCH,"config.py:307-309 secure_cookies returns True when ENVIRONMENT=production; middleware/security.py:87 sets Strict-Transport-Security header for production; main.py:646,679,689 use secure=settings.secure_cookies for cookies",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.2-004,Is HTTPS certificate renewed annually?,Yes,MISMATCH,"NOT FOUND - searched RUNBOOK.md, docs/, PRODUCTION_READINESS_REPORT.md for ""certificate renew""/""ssl renew""/certbot — no matches",No documented process or automation for annual HTTPS certificate renewal in this repo,Document cert renewal process (e.g. certbot auto-renew or managed cert via hosting/CDN) in RUNBOOK.md,MISMATCH,"NOT FOUND - searched RUNBOOK.md, docs/, PRODUCTION_READINESS_REPORT.md for ""certificate renew""/""ssl renew""/certbot — no matches",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.3-005,Is the Content Management System constantly updated?,No,N/A,"KinJo is a custom FastAPI app, not a CMS (e.g. WordPress/Drupal) — ""Content Management System"" criterion doesn't map to a bespoke codebase","App is custom-built, not a CMS product requiring CMS-core updates",N/A — not a CMS-based site,N/A,"KinJo is a custom FastAPI app, not a CMS (e.g. WordPress/Drupal) — ""Content Management System"" criterion doesn't map to a bespoke codebase",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.3-006,Are CMS plugins and 3rd party components always updated?,Yes,PARTIAL,"requirements.txt:9,16 pin versions with CVE-fix comments (CVE-2026-42561, CVE-2026-28684); requirements-dev.txt:2 CVE-2025-71176 floor comment — shows active manual hygiene","No automated dependency-update tooling found: find .github -iname ""*dependabot*"" returned no results; no pip-audit/safety/snyk step in .github/workflows/ci.yml",Add Dependabot config (.github/dependabot.yml) or scheduled pip-audit CI job,PARTIAL,"requirements.txt:9,16 pin versions with CVE-fix comments (CVE-2026-42561, CVE-2026-28684); requirements-dev.txt:2 CVE-2025-71176 floor comment — shows active manual hygiene",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.3-007,Are hosting services updates and patches installed once they’re released?,Yes,MISMATCH,"NOT FOUND - no hosting-patch-process documentation in RUNBOOK.md, docs/, or PRODUCTION_READINESS_REPORT.md","No evidence hosting environment OS/runtime patching is tracked or scheduled (depends on hosting provider, unverified)",Document hosting environment patch cadence/process in RUNBOOK.md,MISMATCH,"NOT FOUND - no hosting-patch-process documentation in RUNBOOK.md, docs/, or PRODUCTION_READINESS_REPORT.md",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.4-008,"Regarding files uploaded by visitors, does the website impose extension restrictions?",Yes,MATCH,"storage_service.py:16-29 ALLOWED_EXTENSIONS whitelist; storage_service.py:35-39 rejects unlisted extensions; api/children.py:420,474 reject content_type not in allow-list","Extension+declared-content-type only, not true magic-byte content sniffing (see S.5.4-010 gap)",Add magic-byte verification (e.g. python-magic) for defense-in-depth,MATCH,"storage_service.py:16-29 ALLOWED_EXTENSIONS whitelist; storage_service.py:35-39 rejects unlisted extensions; api/children.py:420,474 reject content_type not in allow-list",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.4-009,Are files uploaded by visitors stored in separated folders and databases?,Yes,PARTIAL,"config.py:140 ATTACHMENTS_DIR=""data/attachments"" separate from static/templates; api/children.py:435 photo_url under /static/uploads/photos/ (web-servable, separate folder from DB though)","Photo uploads (api/children.py) stored under static/uploads (web-accessible directory), not isolated outside web root like attachments_dir is","Move all upload types to non-web-servable storage with controlled serving endpoint, consistent with attachments approach",PARTIAL,"config.py:140 ATTACHMENTS_DIR=""data/attachments"" separate from static/templates; api/children.py:435 photo_url under /static/uploads/photos/ (web-servable, separate folder from DB though)",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.4-010,Are executable files banned?,Yes,MATCH,"storage_service.py:16-28 ALLOWED_EXTENSIONS contains no executable types (.exe/.bat/.sh/.php absent); api/children.py:372,383 ALLOWED_IMAGE_TYPES/ALLOWED_DOCUMENT_TYPES_MIME also exclude executables",Whitelist approach inherently blocks executables; no explicit deny-list test though,None required; whitelist approach sufficient,MATCH,"storage_service.py:16-28 ALLOWED_EXTENSIONS contains no executable types (.exe/.bat/.sh/.php absent); api/children.py:372,383 ALLOWED_IMAGE_TYPES/ALLOWED_DOCUMENT_TYPES_MIME also exclude executables",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.4-011,Are double extension files banned?,Yes,MATCH,"api/children.py:426-427 ""derive extension from validated content-type, never from client filename"" — filename is server-generated UUID+ext, ignoring any double-extension in original filename entirely",Double extensions in original filename are irrelevant since filename is fully regenerated server-side,None required,MATCH,"api/children.py:426-427 ""derive extension from validated content-type, never from client filename"" — filename is server-generated UUID+ext, ignoring any double-extension in original filename entirely",,No code change made in this audit pass; see Gap / Fix Needed.
